"SCIENTIFIC_NAME","TAXON_ORDER","CATEGORY","SPECIES_CODE","PRIMARY_COM_NAME","ORDER","FAMILY","REPORT_AS","HebName"
"Numenius phaeopus/arquata",5970,"slash","y00774","Whimbrel/Eurasian Curlew","Charadriiformes","Scolopacidae",NA,"חרמשון קטן/גדול"
"Glareola pratincola/maldivarum",6289,"slash","y00775","Collared/Oriental Pratincole","Charadriiformes","Glareolidae",NA,"שדמית אדומת-כנף/מזרחית"
"Glareola pratincola/nordmanni",6287,"slash","y00776","Collared/Black-winged Pratincole","Charadriiformes","Glareolidae",NA,"שדמית אדומת-כנף/שחורת-כנף"
"Synthliboramphus scrippsi/craveri",6376,"slash","y00777","Scripps's/Craveri's Murrelet","Charadriiformes","Alcidae",NA,"Scripps's/Craveri's Murrelet"
"Chroicocephalus genei/ridibundus",6411,"slash","y00778","Slender-billed/Black-headed Gull","Charadriiformes","Laridae",NA,"שחף צר-מקור/אגמים"
"Chroicocephalus ridibundus/Ichthyaetus melanocephalus",6437,"slash","y00779","Black-headed/Mediterranean Gull","Charadriiformes","Laridae",NA,"שחף אגמים/שחור-ראש"
"Anous tenuirostris/minutus",6579,"slash","y00780","Lesser/Black Noddy","Charadriiformes","Laridae",NA,"Lesser/Black Noddy"
"Patagioenas plumbea/subvinacea",1961,"slash","y00781","Plumbeous/Ruddy Pigeon","Columbiformes","Columbidae",NA,"Plumbeous/Ruddy Pigeon"
"Patagioenas subvinacea/nigrirostris",1963,"slash","y00782","Ruddy/Short-billed Pigeon","Columbiformes","Columbidae",NA,"Ruddy/Short-billed Pigeon"
"Cacomantis merulinus/passerinus",3318,"slash","y00783","Plaintive/Gray-bellied Cuckoo","Cuculiformes","Cuculidae",NA,"Plaintive/Gray-bellied Cuckoo"
"Surniculus dicruroides/lugubris",3360,"slash","y00784","Fork-tailed/Square-tailed Drongo-Cuckoo","Cuculiformes","Cuculidae",NA,"Fork-tailed/Square-tailed Drongo-Cuckoo"
"Ninox scutulata/japonica",9263,"slash","y00785","Brown/Northern Boobook","Strigiformes","Strigidae",NA,"Brown/Northern Boobook"
"Discosura/Lophornis sp.",4402,"spuh","y00786","thorntail/coquette sp.","Apodiformes","Trochilidae",NA,"thorntail/coquette sp."
"Pharomachrus auriceps/antisianus",9412,"slash","y00787","Golden-headed/Crested Quetzal","Trogoniformes","Trogonidae",NA,"Golden-headed/Crested Quetzal"
"Melanerpes aurifrons/carolinus",11090,"slash","y00788","Golden-fronted/Red-bellied Woodpecker","Piciformes","Picidae",NA,"Golden-fronted/Red-bellied Woodpecker"
"Sphyrapicus nuchalis/ruber",11026,"slash","y00789","Red-naped/Red-breasted Sapsucker","Piciformes","Picidae",NA,"Red-naped/Red-breasted Sapsucker"
"Dendrocopos major/syriacus",11261,"slash","y00790","Great Spotted/Syrian Woodpecker","Piciformes","Picidae",NA,"Great Spotted/Syrian Woodpecker"
"Agapornis fischeri/personatus",12635,"slash","y00791","Fischer's/Yellow-collared Lovebird","Psittaciformes","Psittaculidae",NA,"Fischer's/Yellow-collared Lovebird"
"Ara macao/chloropterus",13035,"slash","y00792","Scarlet/Red-and-green Macaw","Psittaciformes","Psittacidae",NA,"Scarlet/Red-and-green Macaw"
"Psittacara frontatus/mitratus",13078,"slash","y00793","Cordilleran/Mitred Parakeet","Psittaciformes","Psittacidae",NA,"Cordilleran/Mitred Parakeet"
"Psittacara mitratus/erythrogenys",13080,"slash","y00794","Mitred/Red-masked Parakeet","Psittaciformes","Psittacidae",NA,"Mitred/Red-masked Parakeet"
"Geositta cunicularia/punensis",14443,"slash","y00795","Common/Puna Miner","Passeriformes","Furnariidae",NA,"Common/Puna Miner"
"Mionectes striaticollis/galbinus",16049,"slash","y00796","Streak-necked/Olive-striped Flycatcher","Passeriformes","Tyrannidae",NA,"Streak-necked/Olive-striped Flycatcher"
"Mionectes oleagineus/macconnelli",16065,"slash","y00797","Ochre-bellied/McConnell's Flycatcher","Passeriformes","Tyrannidae",NA,"Ochre-bellied/McConnell's Flycatcher"
"Myiozetetes cayanensis/similis",17233,"slash","y00798","Rusty-margined/Social Flycatcher","Passeriformes","Tyrannidae",NA,"Rusty-margined/Social Flycatcher"
"Myiozetetes granadensis/luteiventris",17241,"slash","y00799","Gray-capped/Dusky-chested Flycatcher","Passeriformes","Tyrannidae",NA,"Gray-capped/Dusky-chested Flycatcher"
"Oriolus kundoo/chinensis",19441,"slash","y00800","Indian Golden/Black-naped Oriole","Passeriformes","Oriolidae",NA,"Indian Golden/Black-naped Oriole"
"Rhipidura albogularis/aureola",20080,"slash","y00801","Spot-breasted/White-browed Fantail","Passeriformes","Rhipiduridae",NA,"Spot-breasted/White-browed Fantail"
"Clytorhynchus vitiensis/nigrogularis",20610,"slash","y00802","Fiji/Black-throated Shrikebill","Passeriformes","Monarchidae",NA,"Fiji/Black-throated Shrikebill"
"Myiagra rubecula/cyanoleuca",20765,"slash","y00803","Leaden/Satin Flycatcher","Passeriformes","Monarchidae",NA,"Leaden/Satin Flycatcher"
"Urocissa flavirostris/erythroryncha",21190,"slash","y00804","Yellow-billed/Red-billed Blue-Magpie","Passeriformes","Corvidae",NA,"Yellow-billed/Red-billed Blue-Magpie"
"Progne subis/cryptoleuca",23857,"slash","y00805","Purple/Cuban Martin","Passeriformes","Hirundinidae",NA,"Purple/Cuban Martin"
"Progne dominicensis/sinaloae",23861,"slash","y00806","Caribbean/Sinaloa Martin","Passeriformes","Hirundinidae",NA,"Caribbean/Sinaloa Martin"
"Progne cryptoleuca/dominicensis/sinaloae",23862,"slash","y00807","Cuban/Caribbean/Sinaloa Martin (Snowy-bellied Martin)","Passeriformes","Hirundinidae",NA,"Cuban/Caribbean/Sinaloa Martin (Snowy-bellied Martin)"
"Riparia riparia/diluta",23832,"slash","y00808","Bank Swallow/Pale Martin","Passeriformes","Hirundinidae",NA,"כוכית גדות/דלה"
"Petrochelidon pyrrhonota/rufocollaris",24073,"slash","y00809","Cliff/Chestnut-collared Swallow","Passeriformes","Hirundinidae",NA,"Cliff/Chestnut-collared Swallow"
"Pycnonotus jocosus/cafer",24533,"slash","y00810","Red-whiskered/Red-vented Bulbul","Passeriformes","Pycnonotidae",NA,"Red-whiskered/Red-vented Bulbul"
"Pnoepyga albiventer/immaculata",23758,"slash","y00811","Scaly-breasted/Immaculate Cupwing","Passeriformes","Pnoepygidae",NA,"Scaly-breasted/Immaculate Cupwing"
"Phylloscopus trochilus/collybita",24629,"slash","y00812","Willow Warbler/Common Chiffchaff","Passeriformes","Phylloscopidae",NA,"עלווית אפורה/חורף"
"Phylloscopus collybita/ibericus",24635,"slash","y00813","Common/Iberian Chiffchaff","Passeriformes","Phylloscopidae",NA,"עלווית חורף/חורף איברית"
"Phylloscopus bonelli/orientalis",24564,"slash","y00814","Western/Eastern Bonelli's Warbler","Passeriformes","Phylloscopidae",NA,"עלווית לבנת-בטן/איברית"
"Phylloscopus borealis/examinandus",24710,"slash","y00815","Arctic/Kamchatka Leaf Warbler","Passeriformes","Phylloscopidae",NA,"Arctic/Kamchatka Leaf Warbler"
"Curruca hortensis/crassirostris",25103,"slash","y00816","Western/Eastern Orphean Warbler","Passeriformes","Sylviidae",NA,"סבכי חורש/חורש מערבי"
"Zosterops lateralis/explorator",25580,"slash","y00817","Silvereye/Fiji White-eye","Passeriformes","Zosteropidae",NA,"Silvereye/Fiji White-eye"
"Argya striata/affinis",26372,"slash","y00818","Jungle/Yellow-billed Babbler","Passeriformes","Leiothrichidae",NA,"Jungle/Yellow-billed Babbler"
"Ficedula hypoleuca/speculigera",29295,"slash","y00819","European Pied/Atlas Flycatcher","Passeriformes","Muscicapidae",NA,"חטפית שחורת-עורף/אטלס"
"Ficedula hypoleuca/albicollis/semitorquata",29300,"slash","y00820","European Pied/Collared/Semicollared Flycatcher","Passeriformes","Muscicapidae",NA,"חטפית לבנת-עורף / שחורת-עורף / טורקית"
"Ficedula albicilla/parva",29287,"slash","y00821","Taiga/Red-breasted Flycatcher","Passeriformes","Muscicapidae",NA,"חטפית טאיגה/גמדית"
"Ixoreus naevius/Turdus migratorius",28322,"slash","y00822","Varied Thrush/American Robin","Passeriformes","Turdidae",NA,"Varied Thrush/American Robin"
"Acridotheres tristis/fuscus",27635,"slash","y00823","Common/Jungle Myna","Passeriformes","Sturnidae",NA,"Common/Jungle Myna"
"Sturnia malabarica/blythii",27610,"slash","y00824","Chestnut-tailed/Malabar Starling","Passeriformes","Sturnidae",NA,"Chestnut-tailed/Malabar Starling"
"Buphagus erythroryncha/africanus",27443,"slash","y00825","Red-billed/Yellow-billed Oxpecker","Passeriformes","Buphagidae",NA,"Red-billed/Yellow-billed Oxpecker"
"Pachyglossa agilis/Dicaeum erythrorhynchos",29764,"slash","y00826","Thick-billed/Pale-billed Flowerpecker","Passeriformes","Dicaeidae",NA,"Thick-billed/Pale-billed Flowerpecker"
"Setophaga americana/pitiayumi",33799,"slash","y00827","Northern/Tropical Parula","Passeriformes","Parulidae",NA,"Northern/Tropical Parula"
"Molothrus rufoaxillaris/bonariensis",33548,"slash","y00828","Screaming/Shiny Cowbird","Passeriformes","Icteridae",NA,"Screaming/Shiny Cowbird"
"Passer domesticus/hispaniolensis",31284,"slash","y00829","House/Spanish Sparrow","Passeriformes","Passeridae",NA,"דרור בית/ספרדי"
"Anas poecilorhyncha/zonorhyncha",524,"slash","y00830","Indian/Eastern Spot-billed Duck","Anseriformes","Anatidae",NA,"Indian/Eastern Spot-billed Duck"
"Pipile grayi/cujubi",910,"slash","y00831","White-throated/Red-throated Piping-Guan","Galliformes","Cracidae",NA,"White-throated/Red-throated Piping-Guan"
"Puffinus huttoni/gavia",7155,"slash","y00832","Hutton's/Fluttering Shearwater","Procellariiformes","Procellariidae",NA,"Hutton's/Fluttering Shearwater"
"Nannopterum auritum/brasilianum",7353,"slash","y00833","Double-crested/Neotropic Cormorant","Suliformes","Phalacrocoracidae",NA,"Double-crested/Neotropic Cormorant"
"Ardea herodias/cocoi",7670,"slash","y00834","Great Blue/Cocoi Heron","Pelecaniformes","Ardeidae",NA,"Great Blue/Cocoi Heron"
"Egretta garzetta/gularis",7571,"slash","y00835","Little Egret/Western Reef-Heron","Pelecaniformes","Ardeidae",NA,"לבנית קטנה/ים סוף"
"Plegadis chihi/ridgwayi",7387,"slash","y00836","White-faced/Puna Ibis","Pelecaniformes","Threskiornithidae",NA,"White-faced/Puna Ibis"
"Gyps rueppelli/fulvus",7855,"slash","y00837","Rüppell's/Eurasian Griffon","Accipitriformes","Accipitridae",NA,"נשר דרומי/מקראי"
"Gyps himalayensis/fulvus",7856,"slash","y00838","Himalayan/Eurasian Griffon","Accipitriformes","Accipitridae",NA,"נשר מקראי/הימלאיה"
"Nisaetus cirrhatus",7916,"species","y00839","Changeable Hawk-Eagle","Accipitriformes","Accipitridae",NA,"Changeable Hawk-Eagle"
"Circus cyaneus/pygargus",8235,"slash","y00840","Hen/Montagu's Harrier","Accipitriformes","Accipitridae",NA,"זרון תכול/פס"
"Tachyspiza cirrocephala/fasciata",8143,"slash","y00841","Collared Sparrowhawk/Brown Goshawk","Accipitriformes","Accipitridae",NA,"Collared Sparrowhawk/Brown Goshawk"
"Tachyspiza brevipes/Accipiter nisus",8157,"slash","y00842","Levant/Eurasian Sparrowhawk","Accipitriformes","Accipitridae",NA,"נץ קצר-אצבעות/מצוי"
"Buteo rufinus/hemilasius",8467,"slash","y00843","Long-legged/Upland Buzzard","Accipitriformes","Accipitridae",NA,"Long-legged/Upland Buzzard"
"Laterallus ruber/albigularis",5591,"slash","y00844","Ruddy/White-throated Crake","Gruiformes","Rallidae",NA,"Ruddy/White-throated Crake"
"Charadrius hiaticula/semipalmatus",5778,"slash","y00845","Common Ringed/Semipalmated Plover","Charadriiformes","Charadriidae",NA,"חופמי צווארון/אמריקני"
"Jacana spinosa/jacana",5938,"slash","y00846","Northern/Wattled Jacana","Charadriiformes","Jacanidae",NA,"Northern/Wattled Jacana"
"Gallinago stenura/gallinago",6041,"slash","y00847","Pin-tailed/Common Snipe","Charadriiformes","Scolopacidae",NA,"חרטומית ביצות/חדת-זנב"
"Larus argentatus/michahellis",6490,"slash","y00848","European Herring/Yellow-legged Gull","Charadriiformes","Laridae",NA,"שחף אטלנטי/צהוב-רגל"
"Larus michahellis/fuscus",6521,"slash","y00849","Yellow-legged/Lesser Black-backed Gull","Charadriiformes","Laridae",NA,"שחף צהוב-רגל/שחור"
"Sternula albifrons/nereis",6624,"slash","y00850","Little/Australian Fairy Tern","Charadriiformes","Laridae",NA,"Little/Australian Fairy Tern"
"Streptopelia decaocto/roseogrisea",2004,"slash","y00851","Eurasian/African Collared-Dove","Columbiformes","Columbidae",NA,"תור צווארון/צווארון אפריקני"
"Columbina passerina/talpacoti",2236,"slash","y00852","Common/Ruddy Ground Dove","Columbiformes","Columbidae",NA,"Common/Ruddy Ground Dove"
"Cuculus gularis/canorus",3394,"slash","y00853","African/Common Cuckoo","Cuculiformes","Cuculidae",NA,"African/Common Cuckoo"
"Chalcites lucidus/minutillus",3288,"slash","y00854","Shining/Little Bronze-Cuckoo","Cuculiformes","Cuculidae",NA,"Shining/Little Bronze-Cuckoo"
"Chrysococcyx maculatus/xanthorhynchus",3249,"slash","y00855","Asian Emerald/Violet Cuckoo","Cuculiformes","Cuculidae",NA,"Asian Emerald/Violet Cuckoo"
"Chrysococcyx caprius/klaas",3252,"slash","y00856","Dideric/Klaas's Cuckoo","Cuculiformes","Cuculidae",NA,"קוקיה ירוקה/קלאסית"
"Piaya cayana/melanogaster",3186,"slash","y00857","Squirrel/Black-bellied Cuckoo","Cuculiformes","Cuculidae",NA,"Squirrel/Black-bellied Cuckoo"
"Otus scops/brucei",8671,"slash","y00858","Eurasian/Pallid Scops-Owl","Strigiformes","Strigidae",NA,"שעיר מצוי/משורטט"
"Glaucidium cuculoides/radiatum",8977,"slash","y00859","Asian Barred/Jungle Owlet","Strigiformes","Strigidae",NA,"Asian Barred/Jungle Owlet"
"Apus unicolor/pallidus",4052,"slash","y00860","Plain/Pallid Swift","Apodiformes","Apodidae",NA,"סיס חוורוור/קנרי"
"Topaza pella/pyra",4171,"slash","y00861","Crimson/Fiery Topaz","Apodiformes","Trochilidae",NA,"Crimson/Fiery Topaz"
"Colibri coruscans/cyanotus",4309,"slash","y00862","Sparkling/Lesser Violetear","Apodiformes","Trochilidae",NA,"Sparkling/Lesser Violetear"
"Heliomaster longirostris/constantii",4678,"slash","y00863","Long-billed/Plain-capped Starthroat","Apodiformes","Trochilidae",NA,"Long-billed/Plain-capped Starthroat"
"Lampornis calolaemus/castaneoventris",4711,"slash","y00864","Purple-throated/White-throated Mountain-gem","Apodiformes","Trochilidae",NA,"Purple-throated/White-throated Mountain-gem"
"Ceratogymna elata/atrata",9595,"slash","y00865","Yellow-casqued/Black-casqued Hornbill","Bucerotiformes","Bucerotidae",NA,"Yellow-casqued/Black-casqued Hornbill"
"Todus subulatus/angustirostris",9740,"slash","y00866","Broad-billed/Narrow-billed Tody","Coraciiformes","Todidae",NA,"Broad-billed/Narrow-billed Tody"
"Ceyx erithaca/rufidorsa",9869,"slash","y00867","Black-backed/Rufous-backed Dwarf-Kingfisher","Coraciiformes","Alcedinidae",NA,"Black-backed/Rufous-backed Dwarf-Kingfisher"
"Syma torotoro/megarhyncha",10159,"slash","y00868","Yellow-billed/Mountain Kingfisher","Coraciiformes","Alcedinidae",NA,"Yellow-billed/Mountain Kingfisher"
"Psilopogon malabaricus/haemacephalus",10599,"slash","y00869","Malabar/Coppersmith Barbet","Piciformes","Megalaimidae",NA,"Malabar/Coppersmith Barbet"
"Psilopogon zeylanicus/viridis",10647,"slash","y00870","Brown-headed/White-cheeked Barbet","Piciformes","Megalaimidae",NA,"Brown-headed/White-cheeked Barbet"
"Dryobates passerinus/affinis",11397,"slash","y00871","Little/Red-stained Woodpecker","Piciformes","Picidae",NA,"Little/Red-stained Woodpecker"
"Micrastur ruficollis/plumbeus",11841,"slash","y00872","Barred/Plumbeous Forest-Falcon","Falconiformes","Falconidae",NA,"Barred/Plumbeous Forest-Falcon"
"Coracopsis vasa/nigra",12111,"slash","y00873","Greater/Lesser Vasa Parrot","Psittaciformes","Psittaculidae",NA,"Greater/Lesser Vasa Parrot"
"Neopsittacus musschenbroekii/pullicauda",12489,"slash","y00874","Yellow-billed/Orange-billed Lorikeet","Psittaciformes","Psittaculidae",NA,"Yellow-billed/Orange-billed Lorikeet"
"Bolborhynchus lineola/orbygnesius",12698,"slash","y00875","Barred/Andean Parakeet","Psittaciformes","Psittacidae",NA,"Barred/Andean Parakeet"
"Amazona agilis/collaria",12831,"slash","y00876","Black-billed/Yellow-billed Amazon","Psittaciformes","Psittacidae",NA,"Black-billed/Yellow-billed Amazon"
"Enicognathus ferrugineus/leptorhynchus",12959,"slash","y00877","Austral/Slender-billed Parakeet","Psittaciformes","Psittacidae",NA,"Austral/Slender-billed Parakeet"
"Psittacara holochlorus/strenuus",13062,"slash","y00878","Green/Pacific Parakeet","Psittaciformes","Psittacidae",NA,"Green/Pacific Parakeet"
"Eurylaimus javanicus/ochromalus",13171,"slash","y00879","Banded/Black-and-yellow Broadbill","Passeriformes","Eurylaimidae",NA,"Banded/Black-and-yellow Broadbill"
"Neodrepanis coruscans/hypoxantha",13180,"slash","y00880","Common/Yellow-bellied Sunbird-Asity","Passeriformes","Philepittidae",NA,"Common/Yellow-bellied Sunbird-Asity"
"Thamnomanes ardesiacus/saturninus",13538,"slash","y00881","Dusky-throated/Saturnine Antshrike","Passeriformes","Thamnophilidae",NA,"Dusky-throated/Saturnine Antshrike"
"Myrmothera campanisona/simplex",14190,"slash","y00882","Thrush-like/Tepui Antpitta","Passeriformes","Grallariidae",NA,"Thrush-like/Tepui Antpitta"
"Suiriri suiriri/Guyramemua affine",16849,"slash","y00883","Suiriri/Chapada Flycatcher","Passeriformes","Tyrannidae",NA,"Suiriri/Chapada Flycatcher"
"Serpophaga subcristata/griseicapilla",16593,"slash","y00884","White-crested/Straneck's Tyrannulet","Passeriformes","Tyrannidae",NA,"White-crested/Straneck's Tyrannulet"
"Conopias parvus/trivirgatus",17250,"slash","y00885","Yellow-throated/Three-striped Flycatcher","Passeriformes","Tyrannidae",NA,"Yellow-throated/Three-striped Flycatcher"
"Lepidothrix suavissima/serena",15590,"slash","y00886","Orange-bellied/White-fronted Manakin","Passeriformes","Pipridae",NA,"Orange-bellied/White-fronted Manakin"
"Myza celebensis/sarasinorum",17523,"slash","y00887","Dark-eared/White-eared Myza","Passeriformes","Meliphagidae",NA,"Dark-eared/White-eared Myza"
"Toxorhamphus novaeguineae/poliopterus",21458,"slash","y00888","Yellow-bellied/Slaty-chinned Longbill","Passeriformes","Melanocharitidae",NA,"Yellow-bellied/Slaty-chinned Longbill"
"Philentoma pyrhoptera/velata",19747,"slash","y00889","Rufous-winged/Maroon-breasted Philentoma","Passeriformes","Vangidae",NA,"Rufous-winged/Maroon-breasted Philentoma"
"Aegithina tiphia/nigrolutea",19803,"slash","y00890","Common/White-tailed Iora","Passeriformes","Aegithinidae",NA,"Common/White-tailed Iora"
"Cyclarhis gujanensis/nigrirostris",18881,"slash","y00891","Rufous-browed/Black-billed Peppershrike","Passeriformes","Vireonidae",NA,"Rufous-browed/Black-billed Peppershrike"
"Rhipidura albicollis/albogularis",20072,"slash","y00892","White-throated/Spot-breasted Fantail","Passeriformes","Rhipiduridae",NA,"White-throated/Spot-breasted Fantail"
"Rhipidura albicollis/aureola",20079,"slash","y00893","White-throated/White-browed Fantail","Passeriformes","Rhipiduridae",NA,"White-throated/White-browed Fantail"
"Myiagra inquieta/nana",20768,"slash","y00894","Restless/Paperbark Flycatcher","Passeriformes","Monarchidae",NA,"Restless/Paperbark Flycatcher"
"Pyrrhocorax pyrrhocorax/graculus",21288,"slash","y00895","Red-billed/Yellow-billed Chough","Passeriformes","Corvidae",NA,"זג בלתי-מזוהה"
"Nicator chloris/vireo",22620,"slash","y00896","Western/Yellow-throated Nicator","Passeriformes","Nicatoridae",NA,"Western/Yellow-throated Nicator"
"Calandrella brachydactyla/acutirostris",22562,"slash","y00897","Greater Short-toed/Hume's Lark","Passeriformes","Alaudidae",NA,"עפרונן קצר-אצבעות/טיבטי"
"Eremophila alpestris/bilopha",22534,"slash","y00898","Horned/Temminck's Lark","Passeriformes","Alaudidae",NA,"צחיחנית חרמון/מדבר"
"Stelgidopteryx serripennis/ruficollis",23891,"slash","y00899","Northern/Southern Rough-winged Swallow","Passeriformes","Hirundinidae",NA,"Northern/Southern Rough-winged Swallow"
"Petrochelidon ariel/nigricans",24050,"slash","y00900","Fairy/Tree Martin","Passeriformes","Hirundinidae",NA,"Fairy/Tree Martin"
"Psalidoprocne nitens/Atronanus fuliginosus",23983,"slash","y00901","Square-tailed Sawwing/Forest Swallow","Passeriformes","Hirundinidae",NA,"Square-tailed Sawwing/Forest Swallow"
"Sitta castanea/cinnamoventris",26714,"slash","y00902","Indian/Chestnut-bellied Nuthatch","Passeriformes","Sittidae",NA,"Indian/Chestnut-bellied Nuthatch"
"Sitta neumayer/tephronota",26704,"slash","y00903","Western/Eastern Rock Nuthatch","Passeriformes","Sittidae",NA,"סיטת צוקים/צוקים מזרחית"
"Criniger calurus/ndussumensis",24150,"slash","y00904","Red-tailed/White-bearded Greenbul","Passeriformes","Pycnonotidae",NA,"Red-tailed/White-bearded Greenbul"
"Phyllastrephus xavieri/icterinus",24192,"slash","y00905","Xavier's/Icterine Greenbul","Passeriformes","Pycnonotidae",NA,"Xavier's/Icterine Greenbul"
"Tesia cyaniventer/olivea",24856,"slash","y00906","Gray-bellied/Slaty-bellied Tesia","Passeriformes","Scotocercidae",NA,"Gray-bellied/Slaty-bellied Tesia"
"Phylloscopus xanthodryas/borealis",24708,"slash","y00907","Japanese Leaf/Arctic Warbler","Passeriformes","Phylloscopidae",NA,"Japanese Leaf/Arctic Warbler"
"Iduna/Hippolais/Acrocephalus sp.",23544,"spuh","y00908","Iduna/Hippolais/Acrocephalus sp.","Passeriformes","Acrocephalidae",NA,"קנית/שיחנית בלתי-מזוהה"
"Curruca subalpina/iberiae/cantillans",25126,"slash","y00909","Moltoni's/Western/Eastern Subalpine Warbler","Passeriformes","Sylviidae",NA,"סבכי רונן/רונן מערבי/מולטוני"
"Garrulax canorus/taewanus",26466,"slash","y00910","Chinese/Taiwan Hwamei","Passeriformes","Leiothrichidae",NA,"Chinese/Taiwan Hwamei"
"Cyanoptila cyanomelana/cumatilis",28806,"slash","y00911","Blue-and-white/Zappey's Flycatcher","Passeriformes","Muscicapidae",NA,"Blue-and-white/Zappey's Flycatcher"
"Tarsiger cyanurus/rufilatus",29220,"slash","y00912","Red-flanked/Himalayan Bluetail","Passeriformes","Muscicapidae",NA,"Red-flanked/Himalayan Bluetail"
"Ficedula zanthopygia/elisae/narcissina/owstoni",29236,"slash","y00913","Yellow-rumped/Green-backed/Narcissus/Ryukyu Flycatcher","Passeriformes","Muscicapidae",NA,"Yellow-rumped/Green-backed/Narcissus/Ryukyu Flycatcher"
"Saxicola maurus/leucurus",29440,"slash","y00914","Siberian/White-tailed Stonechat","Passeriformes","Muscicapidae",NA,"Siberian/White-tailed Stonechat"
"Oenanthe oenanthe/hispanica/melanoleuca",29536,"slash","y00915","Northern/Western Black-eared/Eastern Black-eared Wheatear","Passeriformes","Muscicapidae",NA,"סלעית קיץ/איברית/אירופית"
"Aethopyga temminckii/siparaja",30286,"slash","y00916","Temminck's/Crimson Sunbird","Passeriformes","Nectariniidae",NA,"Temminck's/Crimson Sunbird"
"Motacilla maderaspatensis/alba",31461,"slash","y00917","White-browed/White Wagtail","Passeriformes","Motacillidae",NA,"White-browed/White Wagtail"
"Anthus richardi/rufulus",31487,"slash","y00918","Richard's/Paddyfield Pipit","Passeriformes","Motacillidae",NA,"פפיון הודי/ארך-רגליים"
"Loriotus cristatus/Tachyphonus surinamus",34483,"slash","y00919","Flame-crested/Fulvous-crested Tanager","Passeriformes","Thraupidae",NA,"Flame-crested/Fulvous-crested Tanager"
"Lophospingus pusillus/griseocristatus",35109,"slash","y00920","Black-crested/Gray-crested Finch","Passeriformes","Thraupidae",NA,"Black-crested/Gray-crested Finch"
"Arremonops rufivirgatus/chloronotus",32699,"slash","y00921","Olive/Green-backed Sparrow","Passeriformes","Passerellidae",NA,"Olive/Green-backed Sparrow"
"Emberiza buchanani/hortulana",32468,"slash","y00922","Gray-necked/Ortolan Bunting","Passeriformes","Emberizidae",NA,"גיבתון גנים/הרים"
"Emberiza melanocephala/bruniceps",32419,"slash","y00923","Black-headed/Red-headed Bunting","Passeriformes","Emberizidae",NA,"גיבתון שחור-ראש/חום-ראש"
"Piranga flava/rubra",34144,"slash","y00924","Hepatic/Summer Tanager","Passeriformes","Cardinalidae",NA,"Hepatic/Summer Tanager"
"Piranga rubra/olivacea",34147,"slash","y00925","Summer/Scarlet Tanager","Passeriformes","Cardinalidae",NA,"Summer/Scarlet Tanager"
"Agelaius assimilis/humeralis",33535,"slash","y00926","Red-shouldered/Tawny-shouldered Blackbird","Passeriformes","Icteridae",NA,"Red-shouldered/Tawny-shouldered Blackbird"
"Icterus graceannae/mesomelas",33429,"slash","y00927","White-edged/Yellow-tailed Oriole","Passeriformes","Icteridae",NA,"White-edged/Yellow-tailed Oriole"
"Loxia pytyopsittacus/curvirostra",32259,"slash","y00928","Parrot/Red Crossbill","Passeriformes","Fringillidae",NA,"צלוב מקור אדום/תוכיי"
"Ploceus nigricollis/ocularis",30516,"slash","y00929","Black-necked/Spectacled Weaver","Passeriformes","Ploceidae",NA,"Black-necked/Spectacled Weaver"
"Foudia madagascariensis/omissa",30663,"slash","y00930","Red/Forest Fody","Passeriformes","Ploceidae",NA,"Red/Forest Fody"
"Puffinus newelli/myrtae",7151,"slash","y00931","Newell's/Rapa Shearwater","Procellariiformes","Procellariidae",NA,"Newell's/Rapa Shearwater"
"Himantopus himantopus/leucocephalus",5709,"slash","y00932","Black-winged/Pied Stilt","Charadriiformes","Recurvirostridae",NA,"Black-winged/Pied Stilt"
"Falco tinnunculus/rupicolus",11896,"slash","y00933","Eurasian/Rock Kestrel","Falconiformes","Falconidae",NA,"Eurasian/Rock Kestrel"
"Struthio camelus/molybdophanes",8,"slash","y00934","Common/Somali Ostrich","Struthioniformes","Struthionidae",NA,"יען אפריקני/סומלי"
"Coturnix coturnix/coromandelica",1715,"slash","y00935","Common/Rain Quail","Galliformes","Phasianidae",NA,"Common/Rain Quail"
"Tetraogallus tibetanus/himalayensis",1671,"slash","y00936","Tibetan/Himalayan Snowcock","Galliformes","Phasianidae",NA,"תרנגול שלג טיבטי/הימלאיה"
"Hydrobates leucorhous/socorroensis",6978,"slash","y00937","Leach's/Townsend's Storm-Petrel","Procellariiformes","Hydrobatidae",NA,"Leach's/Townsend's Storm-Petrel"
"Hydrobates leucorhous/socorroensis (white-rumped)",6980,"slash","y00938","Leach's/Townsend's Storm-Petrel (white-rumped)","Procellariiformes","Hydrobatidae",NA,"Leach's/Townsend's Storm-Petrel (white-rumped)"
"Hydrobates leucorhous/socorroensis/cheimomnestes",6982,"slash","y00939","Leach's/Townsend's/Ainley's Storm-Petrel","Procellariiformes","Hydrobatidae",NA,"Leach's/Townsend's/Ainley's Storm-Petrel"
"Nycticorax nycticorax/caledonicus",7531,"slash","y00940","Black-crowned/Nankeen Night Heron","Pelecaniformes","Ardeidae",NA,"Black-crowned/Nankeen Night Heron"
"Gorsachius melanolophus/goisagi",7537,"slash","y00941","Malayan/Japanese Night Heron","Pelecaniformes","Ardeidae",NA,"Malayan/Japanese Night Heron"
"Gyps africanus/coprotheres",7847,"slash","y00942","White-backed Vulture/Cape Griffon","Accipitriformes","Accipitridae",NA,"נשר לבן-גב/הכף"
