"SCIENTIFIC_NAME","TAXON_ORDER","CATEGORY","SPECIES_CODE","PRIMARY_COM_NAME","ORDER","FAMILY","REPORT_AS","HebName"
"Turdoides hartlaubii",26444,"species","harbab1","Hartlaub's Babbler","Passeriformes","Leiothrichidae",NA,"Hartlaub's Babbler"
"Lissotis hartlaubii",2919,"species","harbus2","Hartlaub's Bustard","Otidiformes","Otididae",NA,"Hartlaub's Bustard"
"Histrionicus histrionicus",702,"species","harduc","Harlequin Duck","Anseriformes","Anatidae",NA,"ברווז איסלנדי"
"Pteronetta hartlaubii",386,"species","harduc1","Hartlaub's Duck","Anseriformes","Anatidae",NA,"Hartlaub's Duck"
"Harpia harpyja",7989,"species","hareag1","Harpy Eagle","Accipitriformes","Accipitridae",NA,"Harpy Eagle"
"Pternistis hartlaubi",1774,"species","harfra3","Hartlaub's Spurfowl","Galliformes","Phasianidae",NA,"Hartlaub's Spurfowl"
"Pternistis harwoodi",1799,"species","harfra4","Harwood's Spurfowl","Galliformes","Phasianidae",NA,"Harwood's Spurfowl"
"Chroicocephalus hartlaubii",6419,"species","hargul1","Hartlaub's Gull","Charadriiformes","Laridae",NA,"Hartlaub's Gull"
"Parabuteo unicinctus harrisi",8350,"issf","harhaw1","Harris's Hawk (Harris's)","Accipitriformes","Accipitridae","hrshaw","Harris's Hawk (Harris's)"
"Parabuteo unicinctus unicinctus",8351,"issf","harhaw2","Harris's Hawk (Bay-winged)","Accipitriformes","Accipitridae","hrshaw","Harris's Hawk (Bay-winged)"
"Phylloscopus goodsoni",24745,"species","harlew1","Hartert's Leaf Warbler","Passeriformes","Phylloscopidae",NA,"Hartert's Leaf Warbler"
"Coturnix delegorguei",1710,"species","harqua1","Harlequin Quail","Galliformes","Phasianidae",NA,"שליו מקושט"
"Circus sp.",8237,"spuh","harrie1","harrier sp.","Accipitriformes","Accipitridae",NA,"זרון בלתי-מזוהה"
"Zonotrichia querula",32916,"species","harspa","Harris's Sparrow","Passeriformes","Passerellidae",NA,"Harris's Sparrow"
"Tauraco hartlaubi",2968,"species","hartur1","Hartlaub's Turaco","Musophagiformes","Musophagidae",NA,"Hartlaub's Turaco"
"Hemitriccus nidipendulus",16192,"species","hattyr1","Hangnest Tody-Tyrant","Passeriformes","Tyrannidae",NA,"Hangnest Tody-Tyrant"
"Turdus hauxwelli",28257,"species","hauthr1","Hauxwell's Thrush","Passeriformes","Turdidae",NA,"Hauxwell's Thrush"
"Turdus sanchezorum",28292,"species","hauthr3","Varzea Thrush","Passeriformes","Turdidae",NA,"Varzea Thrush"
"Chlorodrepanis virens",31859,"species","hawama","Hawaii Amakihi","Passeriformes","Fringillidae",NA,"Hawaii Amakihi"
"Chlorodrepanis virens wilsoni",31860,"issf","hawama1","Hawaii Amakihi (Maui)","Passeriformes","Fringillidae","hawama","Hawaii Amakihi (Maui)"
"Chlorodrepanis virens virens",31861,"issf","hawama2","Hawaii Amakihi (Hawaii)","Passeriformes","Fringillidae","hawama","Hawaii Amakihi (Hawaii)"
"Fulica alai",5440,"species","hawcoo","Hawaiian Coot","Gruiformes","Rallidae",NA,"Hawaiian Coot"
"Fulica alai (Red-shielded)",5441,"form","hawcoo1","Hawaiian Coot (Red-shielded)","Gruiformes","Rallidae","hawcoo","Hawaiian Coot (Red-shielded)"
"Fulica alai (White-shielded)",5442,"form","hawcoo2","Hawaiian Coot (White-shielded)","Gruiformes","Rallidae","hawcoo","Hawaiian Coot (White-shielded)"
"Loxops mana",31865,"species","hawcre","Hawaii Creeper","Passeriformes","Fringillidae",NA,"Hawaii Creeper"
"Corvus hawaiiensis",21349,"species","hawcro","Hawaiian Crow","Passeriformes","Corvidae",NA,"Hawaiian Crow"
"Anas wyvilliana",518,"species","hawduc","Hawaiian Duck","Anseriformes","Anatidae",NA,"Hawaiian Duck"
"Coccothraustes coccothraustes",31815,"species","hawfin","Hawfinch","Passeriformes","Fringillidae",NA,"פצחן"
"Branta sandvicensis",353,"species","hawgoo","Hawaiian Goose","Anseriformes","Anatidae",NA,"אווז הוואי"
"Buteo solitarius",8403,"species","hawhaw","Hawaiian Hawk","Accipitriformes","Accipitridae",NA,"Hawaiian Hawk"
"Drepanidinae sp.",31870,"spuh","hawhon1","hawaiian honeycreeper sp.","Passeriformes","Fringillidae",NA,"hawaiian honeycreeper sp."
"Accipitridae sp. (hawk sp.)",8480,"spuh","hawk","hawk sp.","Accipitriformes","Accipitridae",NA,"דורס יום בלתי-מזוהה (עקב)"
"Hierococcyx sp.",3374,"spuh","hawkcu1","hawk-cuckoo sp.","Cuculiformes","Cuculidae",NA,"hawk-cuckoo sp."
"Drepanis pacifica",31845,"species","hawmam1","Hawaii Mamo","Passeriformes","Fringillidae",NA,"Hawaii Mamo"
"Moho nobilis",29626,"species","hawoo","Hawaii Oo","Passeriformes","Mohoidae",NA,"Hawaii Oo"
"Pterodroma sandwichensis",7059,"species","hawpet1","Hawaiian Petrel","Procellariiformes","Procellariidae",NA,"Hawaiian Petrel"
"Zapornia sandwichensis",5546,"species","hawrai","Hawaiian Rail","Gruiformes","Rallidae",NA,"Hawaiian Rail"
"Diaphorapteryx hawkinsi",5297,"species","hawrai1","Hawkins's Rail","Gruiformes","Rallidae",NA,"Hawkins's Rail"
"Himantopus mexicanus knudseni",5715,"issf","hawsti1","Black-necked Stilt (Hawaiian)","Charadriiformes","Recurvirostridae","bknsti","Black-necked Stilt (Hawaiian)"
"Tetrastes bonasia",1266,"species","hazgro1","Hazel Grouse","Galliformes","Phasianidae",NA,"שכווי יערות"
"Tympanuchus cupido cupido",1305,"issf","heahen1","Greater Prairie-Chicken (Heath Hen)","Galliformes","Phasianidae","grpchi","Greater Prairie-Chicken (Heath Hen)"
"Larus heermanni",6446,"species","heegul","Heermann's Gull","Charadriiformes","Laridae",NA,"Heermann's Gull"
"Zapornia atra",5548,"species","heicra1","Henderson Island Crake","Gruiformes","Rallidae",NA,"Henderson Island Crake"
"Leucocarbo nivalis",7373,"species","heisha1","Heard Island Shag","Suliformes","Phalacrocoracidae",NA,"Heard Island Shag"
"Puffinus heinrothi",7179,"species","heishe1","Heinroth's Shearwater","Procellariiformes","Procellariidae",NA,"Heinroth's Shearwater"
"Pauxi pauxi",927,"species","helcur1","Helmeted Curassow","Galliformes","Cracidae",NA,"Helmeted Curassow"
"Philemon buceroides",18004,"species","helfri1","Helmeted Friarbird","Passeriformes","Meliphagidae",NA,"Helmeted Friarbird"
"Philemon buceroides buceroides/neglectus",18010,"issf","helfri2","Helmeted Friarbird (Tenggara)","Passeriformes","Meliphagidae","helfri1","Helmeted Friarbird (Tenggara)"
"Philemon buceroides novaeguineae",18005,"issf","helfri3","Helmeted Friarbird (New Guinea)","Passeriformes","Meliphagidae","helfri1","Helmeted Friarbird (New Guinea)"
"Philemon buceroides yorki",18006,"issf","helfri4","Helmeted Friarbird (Hornbill)","Passeriformes","Meliphagidae","helfri1","Helmeted Friarbird (Hornbill)"
"Philemon buceroides gordoni/ammitophilus",18007,"issf","helfri9","Helmeted Friarbird (Arnhem Land)","Passeriformes","Meliphagidae","helfri1","Helmeted Friarbird (Arnhem Land)"
"Numida meleagris",950,"species","helgui","Helmeted Guineafowl","Galliformes","Numididae",NA,"פנינית הקסדה"
"Numida meleagris (Domestic type)",962,"domestic","helgui1","Helmeted Guineafowl (Domestic type)","Galliformes","Numididae","helgui","פנינית הקסדה (פליטת תרבות)"
"Numida meleagris sabyi",951,"issf","helgui2","Helmeted Guineafowl (Moroccan)","Galliformes","Numididae","helgui","פנינית הקסדה (מרוקנית)"
"Numida meleagris meleagris/somaliensis",953,"issf","helgui3","Helmeted Guineafowl (Helmeted)","Galliformes","Numididae","helgui","פנינית הקסדה (סאהל)"
"Numida meleagris galeatus",952,"issf","helgui4","Helmeted Guineafowl (West African)","Galliformes","Numididae","helgui","פנינית הקסדה (מערב אפריקנית)"
"Numida meleagris reichenowi",956,"issf","helgui5","Helmeted Guineafowl (Reichenow's)","Galliformes","Numididae","helgui","פנינית הקסדה  (מזרח אפריקנית)"
"Numida meleagris [mitratus Group]",957,"issf","helgui6","Helmeted Guineafowl (Tufted)","Galliformes","Numididae","helgui","פנינית הקסדה (מזוקנת)"
"Rhinoplax vigil",9608,"species","helhor1","Helmeted Hornbill","Bucerotiformes","Bucerotidae",NA,"Helmeted Hornbill"
"Heliangelus sp.",4372,"spuh","helian1","Heliangelus sp.","Apodiformes","Trochilidae",NA,"Heliangelus sp."
"Chiroxiphia galeata",15534,"species","helman1","Helmeted Manakin","Passeriformes","Pipridae",NA,"Helmeted Manakin"
"Basilornis galeatus",27539,"species","helmyn1","Helmeted Myna","Passeriformes","Sturnidae",NA,"Helmeted Myna"
"Helopsaltes sp.",23565,"spuh","helops1","Helopsaltes sp.","Passeriformes","Locustellidae",NA,"חרגולן Helopsaltes בלתי-מזוהה"
"Anthus hellmayri",31629,"species","helpip1","Hellmayr's Pipit","Passeriformes","Motacillidae",NA,"Hellmayr's Pipit"
"Euryceros prevostii",19777,"species","helvan1","Helmet Vanga","Passeriformes","Vangidae",NA,"Helmet Vanga"
"Celeus galeatus",11682,"species","helwoo1","Helmeted Woodpecker","Piciformes","Picidae",NA,"Helmeted Woodpecker"
"Lophoceros hemprichii",9561,"species","hemhor1","Hemprich's Hornbill","Bucerotiformes","Bucerotidae",NA,"Hemprich's Hornbill"
"Hemitriccus sp.",16220,"spuh","hemitr1","Hemitriccus sp.","Passeriformes","Tyrannidae",NA,"Hemitriccus sp."
"Ploceus heuglini",30561,"species","hemwea1","Heuglin's Masked-Weaver","Passeriformes","Ploceidae",NA,"Heuglin's Masked-Weaver"
"Astur henstii",8208,"species","hengos1","Henst's Goshawk","Accipitriformes","Accipitridae",NA,"Henst's Goshawk"
"Pterodroma atrata",7038,"species","henpet1","Henderson Petrel","Procellariiformes","Procellariidae",NA,"Henderson Petrel"
"Centronyx henslowii",32990,"species","henspa","Henslow's Sparrow","Passeriformes","Passerellidae",NA,"Henslow's Sparrow"
"Piranga flava",34122,"species","heptan","Hepatic Tanager","Passeriformes","Cardinalidae",NA,"Hepatic Tanager"
"Piranga flava [hepatica Group]",34123,"issf","heptan1","Hepatic Tanager (Northern)","Passeriformes","Cardinalidae","heptan","Hepatic Tanager (Northern)"
"Piranga flava [lutea Group]",34129,"issf","heptan2","Hepatic Tanager (Highland)","Passeriformes","Cardinalidae","heptan","Hepatic Tanager (Highland)"
"Piranga flava [flava Group]",34136,"issf","heptan3","Hepatic Tanager (Lowland)","Passeriformes","Cardinalidae","heptan","Hepatic Tanager (Lowland)"
"Lophotriccus galeatus",16154,"species","heptyr1","Helmeted Pygmy-Tyrant","Passeriformes","Tyrannidae",NA,"Helmeted Pygmy-Tyrant"
"Namibornis herero",28649,"species","hercha1","Herero Chat","Passeriformes","Muscicapidae",NA,"Herero Chat"
"Phaethornis sp.",4281,"spuh","hermit1","hermit sp.","Apodiformes","Trochilidae",NA,"hermit sp."
"Ardeidae sp.",7687,"spuh","heron1","heron sp.","Pelecaniformes","Ardeidae",NA,"אנפה בלתי-מזוהה"
"Pterodroma arminjoniana/heraldica",7035,"slash","herpet","Trindade/Herald Petrel","Procellariiformes","Procellariidae",NA,"Trindade/Herald Petrel"
"Pterodroma heraldica",7034,"species","herpet2","Herald Petrel","Procellariiformes","Procellariidae",NA,"Herald Petrel"
"Herpsilochmus sp.",13684,"spuh","herpsi1","Herpsilochmus sp.","Passeriformes","Thamnophilidae",NA,"Herpsilochmus sp."
"Catharus guttatus",28081,"species","herthr","Hermit Thrush","Passeriformes","Turdidae",NA,"קיכלי חלוד-זנב"
"Catharus guttatus [guttatus Group]",28082,"issf","herthr1","Hermit Thrush (guttatus Group)","Passeriformes","Turdidae","herthr","Hermit Thrush (guttatus Group)"
"Catharus guttatus [auduboni Group]",28087,"issf","herthr2","Hermit Thrush (auduboni Group)","Passeriformes","Turdidae","herthr","Hermit Thrush (auduboni Group)"
"Catharus guttatus faxoni/crymophilus",28091,"issf","herthr3","Hermit Thrush (faxoni/crymophilus)","Passeriformes","Turdidae","herthr","Hermit Thrush (faxoni/crymophilus)"
"Setophaga occidentalis",33920,"species","herwar","Hermit Warbler","Passeriformes","Parulidae",NA,"Hermit Warbler"
"Hemicircus canente",11012,"species","heswoo1","Heart-spotted Woodpecker","Piciformes","Picidae",NA,"Heart-spotted Woodpecker"
"Heterocercus sp.",15599,"spuh","hetero1","Heterocercus sp.","Passeriformes","Pipridae",NA,"Heterocercus sp."
"Neotis heuglinii",2890,"species","heubus1","Heuglin's Bustard","Otidiformes","Otididae",NA,"Heuglin's Bustard"
"Pternistis icterorhynchus",1797,"species","heufra1","Heuglin's Spurfowl","Galliformes","Phasianidae",NA,"Heuglin's Spurfowl"
"Oenanthe heuglinii",29527,"species","heuwhe1","Heuglin's Wheatear","Passeriformes","Muscicapidae",NA,"Heuglin's Wheatear"
"Zosterops poliogastrus",25438,"species","heuwhe2","Ethiopian White-eye","Passeriformes","Zosteropidae",NA,"Ethiopian White-eye"
"Pseudotriccus simplex",16125,"species","hfptyr1","Hazel-fronted Pygmy-Tyrant","Passeriformes","Tyrannidae",NA,"Hazel-fronted Pygmy-Tyrant"
"Clibanornis erythrocephalus",15055,"species","hhfgle1","Henna-hooded Foliage-gleaner","Passeriformes","Furnariidae",NA,"Henna-hooded Foliage-gleaner"
"Cyornis whitei",28867,"species","hibfly1","Hill Blue Flycatcher","Passeriformes","Muscicapidae",NA,"Hill Blue Flycatcher"
"Cyornis banyumas",28873,"species","hibfly3","Javan Blue Flycatcher","Passeriformes","Muscicapidae",NA,"Javan Blue Flycatcher"
"Cyornis montanus",28876,"species","hibfly4","Dayak Blue Flycatcher","Passeriformes","Muscicapidae",NA,"Dayak Blue Flycatcher"
"Ptilinopus insularis",2633,"species","hifdov1","Henderson Island Fruit-Dove","Columbiformes","Columbidae",NA,"Henderson Island Fruit-Dove"
"Elaenia obscura",16529,"species","higela2","Highland Elaenia","Passeriformes","Tyrannidae",NA,"Highland Elaenia"
"Elaenia sordida",16524,"species","higela3","Small-headed Elaenia","Passeriformes","Tyrannidae",NA,"Small-headed Elaenia"
"Penelopina nigra",920,"species","higgua1","Highland Guan","Galliformes","Cracidae",NA,"Highland Guan"
"Corypha kurrae",22309,"species","higlar1","Highland Lark","Passeriformes","Alaudidae",NA,"Highland Lark"
"Corypha kurrae henrici/batesi",22314,"issf","higlar2","Highland Lark (Western)","Passeriformes","Alaudidae","higlar1","Highland Lark (Western)"
"Momotus aequatorialis",9778,"species","higmot1","Andean Motmot","Coraciiformes","Momotidae",NA,"Andean Motmot"
"Nothocercus bonapartei",42,"species","higtin1","Highland Tinamou","Tinamiformes","Tinamidae",NA,"Highland Tinamou"
"Nothocercus bonapartei [bonapartei Group]",43,"issf","higtin2","Highland Tinamou (South American)","Tinamiformes","Tinamidae","higtin1","Highland Tinamou (South American)"
"Nothocercus bonapartei frantzii",48,"issf","higtin3","Highland Tinamou (Costa Rican)","Tinamiformes","Tinamidae","higtin1","Highland Tinamou (Costa Rican)"
"Pternistis hildebrandti",1789,"species","hilfra2","Hildebrandt's Spurfowl","Galliformes","Phasianidae",NA,"Hildebrandt's Spurfowl"
"Gracula religiosa",27558,"species","hilmyn","Common Hill Myna","Passeriformes","Sturnidae",NA,"Common Hill Myna"
"Arborophila torqueola",1155,"species","hilpar1","Hill Partridge","Galliformes","Phasianidae",NA,"Hill Partridge"
"Columba rupestris",1833,"species","hilpig1","Hill Pigeon","Columbiformes","Columbidae",NA,"Hill Pigeon"
"Prinia atrogularis",22989,"species","hilpri1","Black-throated Prinia","Passeriformes","Cisticolidae",NA,"Black-throated Prinia"
"Prinia superciliaris",22991,"species","hilpri2","Hill Prinia","Passeriformes","Cisticolidae",NA,"Hill Prinia"
"Lamprotornis hildebrandti",27704,"species","hilsta1","Hildebrandt's Starling","Passeriformes","Sturnidae",NA,"Hildebrandt's Starling"
"Prunella himalayana",31216,"species","himacc1","Altai Accentor","Passeriformes","Prunellidae",NA,"Altai Accentor"
"Tarsiger rufilatus",29217,"species","himblu1","Himalayan Bluetail","Passeriformes","Muscicapidae",NA,"Himalayan Bluetail"
"Cuculus saturatus",3387,"species","himcuc1","Himalayan Cuckoo","Cuculiformes","Cuculidae",NA,"קוקיה הימלאית"
"Dinopium shorii",11489,"species","himfla1","Himalayan Flameback","Piciformes","Picidae",NA,"Himalayan Flameback"
"Gyps himalayensis",7841,"species","himgri1","Himalayan Griffon","Accipitriformes","Accipitridae",NA,"נשר הימלאיה"
"Lophophorus impejanus",1225,"species","himmon1","Himalayan Monal","Galliformes","Phasianidae",NA,"Himalayan Monal"
"Strix nivicolum",9107,"species","himowl1","Himalayan Owl","Strigiformes","Strigidae",NA,"Himalayan Owl"
"Ophrysia superciliosa",1773,"species","himqua1","Himalayan Quail","Galliformes","Phasianidae",NA,"Himalayan Quail"
"Calliope pectoralis",29198,"species","himrub1","Himalayan Rubythroat","Passeriformes","Muscicapidae",NA,"Himalayan Rubythroat"
"Pteruthius aeralatus ripleyi",18820,"issf","himshb1","White-browed Shrike-Babbler (Himalayan)","Passeriformes","Vireonidae","whbshb1","White-browed Shrike-Babbler (Himalayan)"
"Tetraogallus himalayensis",1665,"species","himsno","Himalayan Snowcock","Galliformes","Phasianidae",NA,"תרנגול שלג הימלאיה"
"Aerodramus brevirostris brevirostris/innominatus",3956,"issf","himswi1","Himalayan Swiftlet (Himalayan)","Apodiformes","Apodidae","himswi2","Himalayan Swiftlet (Himalayan)"
"Aerodramus brevirostris",3955,"species","himswi2","Himalayan Swiftlet","Apodiformes","Apodidae",NA,"Himalayan Swiftlet"
"Zoothera salimalii",27956,"species","himthr1","Himalayan Thrush","Passeriformes","Turdidae",NA,"Himalayan Thrush"
"Dendrocopos himalayensis",11256,"species","himwoo1","Himalayan Woodpecker","Piciformes","Picidae",NA,"Himalayan Woodpecker"
"Turdoides hindei",26425,"species","hipbab1","Hinde's Pied-Babbler","Passeriformes","Leiothrichidae",NA,"Hinde's Pied-Babbler"
"Hippolais sp.",23425,"spuh","hippol1","Hippolais sp.","Passeriformes","Acrocephalidae",NA,"שיחנית Hippolais בלתי-מזוהה"
"Hirundapus sp.",3875,"spuh","hirund1","needletail sp.","Apodiformes","Apodidae",NA,"needletail sp."
"Hirundo sp.",23939,"spuh","hirund3","Hirundo sp.","Passeriformes","Hirundinidae",NA,"Hirundo sp."
"Acrocephalus taiti",23520,"species","hirwar1","Henderson Island Reed Warbler","Passeriformes","Acrocephalidae",NA,"Henderson Island Reed Warbler"
"Bradypterus centralis",23721,"species","hirwar2","Highland Rush Warbler","Passeriformes","Locustellidae",NA,"Highland Rush Warbler"
"Loxia megaplaga",32262,"species","hiscro","Hispaniolan Crossbill","Passeriformes","Fringillidae",NA,"Hispaniolan Crossbill"
"Riccordia swainsonii",4807,"species","hiseme1","Hispaniolan Emerald","Apodiformes","Trochilidae",NA,"Hispaniolan Emerald"
"Coccyzus longirostris",3206,"species","hislic1","Hispaniolan Lizard-Cuckoo","Cuculiformes","Cuculidae",NA,"Hispaniolan Lizard-Cuckoo"
"Psittacara chloropterus",13086,"species","hispar","Hispaniolan Parakeet","Psittaciformes","Psittacidae",NA,"Hispaniolan Parakeet"
"Amazona ventralis",12838,"species","hispar1","Hispaniolan Amazon","Psittaciformes","Psittacidae",NA,"Hispaniolan Amazon"
"Contopus hispaniolensis",16765,"species","hispew1","Hispaniolan Pewee","Passeriformes","Tyrannidae",NA,"Hispaniolan Pewee"
"Spindalis dominicensis",33269,"species","hisspi","Hispaniolan Spindalis","Passeriformes","Spindalidae",NA,"Hispaniolan Spindalis"
"Priotelus roseigaster",9416,"species","histro1","Hispaniolan Trogon","Trogoniformes","Trogonidae",NA,"Hispaniolan Trogon"
"Melanerpes striatus",11051,"species","hiswoo1","Hispaniolan Woodpecker","Piciformes","Picidae",NA,"Hispaniolan Woodpecker"
"Haplophaedia lugens",4523,"species","hoapuf1","Hoary Puffleg","Apodiformes","Trochilidae",NA,"Hoary Puffleg"
"Acanthis flammea hornemanni/exilipes",32213,"form","hoared","Redpoll (Hoary)","Passeriformes","Fringillidae","redpol1","תפוחית שחורת-סנטר (צפונית/קנדית)"
"Acanthis flammea hornemanni",32215,"issf","hoared1","Redpoll (hornemanni)","Passeriformes","Fringillidae","redpol1","תפוחית שחורת-סנטר (קנדית)"
"Acanthis flammea exilipes",32214,"issf","hoared2","Redpoll (exilipes)","Passeriformes","Fringillidae","redpol1","תפוחית שחורת-סנטר (צפונית)"
